id,stock_id,stock_name,stock_short,stock_open,stock_close,stock_high,stock_low,stock_volume,update_time
33,1,GOOGLE,GOOG,543.0,556.54,557.0,540.0,4879900,"2014-04-20 07:24:06.466981"
34,1,GOOGLE,GOOG,548.81,536.1,549.5,531.15,6790900,"2014-04-19 07:24:06.680652"
35,1,GOOGLE,GOOG,536.1,528.62,536.7,525.6,2559700,"2014-04-18 07:24:06.836662"
36,1,GOOGLE,GOOG,528.64,534.81,537.23,527.51,2358900,"2014-04-17 07:24:06.993040"
37,1,GOOGLE,GOOG,533.79,526.94,533.87,526.25,2046700,"2014-04-16 07:24:07.149194"
38,1,GOOGLE,GOOG,530.07,525.16,531.65,522.12,1878000,"2014-04-15 07:24:07.349729"
39,1,GOOGLE,GOOG,522.51,516.18,524.7,515.42,2094600,"2014-04-14 07:24:07.572426"
40,1,GOOGLE,GOOG,517.18,517.15,518.6,502.8,3326400,"2014-04-13 07:24:07.740556"
41,1,GOOGLE,GOOG,516.9,527.7,529.46,516.32,2691700,"2014-04-12 07:24:07.952190"
42,1,GOOGLE,GOOG,527.6,526.66,528.0,522.52,1746400,"2014-04-11 07:24:08.119658"
43,2,AMAZON,AMZN,338.09,342.99,344.43,338.0,3600100,"2014-05-01 07:24:09.409707"
44,2,AMAZON,AMZN,345.99,341.96,348.3,340.38,4475500,"2014-04-30 07:24:09.565781"
