id,stock_id,stock_name,stock_short,stock_open,stock_close,stock_high,stock_low,stock_volume,update_time
45,2,AMAZON,AMZN,341.82,333.62,342.5,328.46,6399300,"2014-04-29 07:24:09.711439"
46,2,AMAZON,AMZN,335.15,323.0,335.44,315.61,12534600,"2014-04-28 07:24:09.867963"
47,2,AMAZON,AMZN,320.99,317.76,324.94,313.13,7077400,"2014-04-27 07:24:10.024259"
48,2,AMAZON,AMZN,321.88,327.07,328.0,318.44,6577600,"2014-04-26 07:24:10.180447"
49,2,AMAZON,AMZN,328.47,331.81,332.18,322.5,5056600,"2014-04-25 07:24:10.336641"
50,2,AMAZON,AMZN,330.6,317.11,331.0,316.5,6126700,"2014-04-24 07:24:10.492729"
51,2,AMAZON,AMZN,314.0,311.73,316.5,309.5,7287500,"2014-04-23 07:24:10.649009"
52,2,AMAZON,AMZN,317.67,315.91,320.48,311.28,4293500,"2014-04-22 07:24:10.804796"
53,2,AMAZON,AMZN,316.7,316.08,318.28,305.5,5398600,"2014-04-21 07:24:10.961380"
54,2,AMAZON,AMZN,321.17,323.68,324.0,314.71,4284900,"2014-04-20 07:24:11.095277"
55,2,AMAZON,AMZN,319.76,324.91,328.66,319.76,4299200,"2014-04-19 07:24:11.252727"
56,2,AMAZON,AMZN,323.97,330.87,331.15,322.31,2999400,"2014-04-18 07:24:11.408813"
57,2,AMAZON,AMZN,332.0,329.32,337.5,328.94,3711600,"2014-04-17 07:24:11.565084"
58,2,AMAZON,AMZN,333.06,324.58,333.13,323.39,3604600,"2014-04-16 07:24:11.721222"
59,2,AMAZON,AMZN,329.67,337.15,337.4,322.95,9293700,"2014-04-15 07:24:11.877546"
60,2,AMAZON,AMZN,316.25,303.83,316.49,302.71,16180200,"2014-04-14 07:24:12.033550"
61,2,AMAZON,AMZN,304.0,296.58,304.39,288.0,14478300,"2014-04-13 07:24:12.189783"
62,2,AMAZON,AMZN,296.44,300.38,301.84,290.45,6509300,"2014-04-12 07:24:12.334914"
63,2,AMAZON,AMZN,298.1,304.13,304.56,298.1,4088600,"2014-04-11 07:24:12.468717"
64,3,YAHOO,YHOO,36.16,36.49,36.86,36.15,15734000,"2014-05-01 07:24:13.826451"
65,3,YAHOO,YHOO,36.68,36.64,36.86,36.56,14522800,"2014-04-30 07:24:13.982394"
66,3,YAHOO,YHOO,36.66,35.76,36.79,35.51,16827800,"2014-04-29 07:24:14.205309"
67,3,YAHOO,YHOO,36.01,34.26,36.05,33.83,41049900,"2014-04-28 07:24:14.339380"
68,3,YAHOO,YHOO,34.11,33.07,34.37,32.53,47770200,"2014-04-27 07:24:14.484447"
69,3,YAHOO,YHOO,33.1,33.83,34.43,33.02,35486100,"2014-04-26 07:24:14.751963"
70,3,YAHOO,YHOO,34.19,34.87,35.0,33.95,21651200,"2014-04-25 07:24:14.908360"
71,3,YAHOO,YHOO,34.88,33.4,34.98,33.09,34024900,"2014-04-24 07:24:15.097764"
72,3,YAHOO,YHOO,32.64,32.87,33.48,32.15,28040700,"2014-04-23 07:24:15.298000"
73,3,YAHOO,YHOO,33.55,33.45,34.04,33.04,26322600,"2014-04-22 07:24:15.454370"
74,3,YAHOO,YHOO,33.93,34.21,34.28,32.64,50600400,"2014-04-21 07:24:15.610695"
75,3,YAHOO,YHOO,36.98,36.35,37.3,35.81,61599100,"2014-04-20 07:24:15.766801"
76,3,YAHOO,YHOO,36.29,36.38,36.6,35.55,28932700,"2014-04-19 07:24:15.900460"
77,3,YAHOO,YHOO,36.6,36.4,36.65,35.89,16685400,"2014-04-18 07:24:16.056917"
78,3,YAHOO,YHOO,36.71,36.14,36.85,36.11,17915200,"2014-04-17 07:24:16.214733"
79,3,YAHOO,YHOO,36.08,35.44,36.19,35.4,19051700,"2014-04-16 07:24:16.370382"
80,3,YAHOO,YHOO,35.82,35.24,35.82,34.77,17242300,"2014-04-15 07:24:16.526989"
81,3,YAHOO,YHOO,35.03,34.48,35.1,34.29,19391100,"2014-04-14 07:24:16.683247"
82,3,YAHOO,YHOO,34.67,33.99,35.0,33.65,30422000,"2014-04-13 07:24:16.839418"
83,3,YAHOO,YHOO,34.37,35.83,35.89,34.12,28720000,"2014-04-12 07:24:16.995342"
84,3,YAHOO,YHOO,35.89,35.95,36.44,35.25,23315600,"2014-04-11 07:24:17.129604"
85,5,APPLE,AAPL,537.76,541.65,541.87,536.77,7170000,"2014-05-01 07:24:18.354401"
86,5,APPLE,AAPL,542.38,542.55,543.48,540.26,6443600,"2014-04-30 07:24:18.521514"
87,5,APPLE,AAPL,541.39,538.79,542.5,537.64,5798000,"2014-04-29 07:24:18.788546"
88,5,APPLE,AAPL,539.81,531.82,540.0,530.58,9830400,"2014-04-28 07:24:18.944511"
89,5,APPLE,AAPL,528.02,523.47,530.9,521.89,10351800,"2014-04-27 07:24:19.089625"
90,5,APPLE,AAPL,525.19,523.44,526.12,518.7,8710300,"2014-04-26 07:24:19.223839"
91,5,APPLE,AAPL,522.64,530.32,530.49,522.02,7363200,"2014-04-25 07:24:19.379851"
92,5,APPLE,AAPL,530.68,523.48,532.24,523.17,8559000,"2014-04-24 07:24:19.536243"
93,5,APPLE,AAPL,519.0,519.61,522.83,517.14,9704200,"2014-04-23 07:24:19.759619"
94,5,APPLE,AAPL,521.9,521.68,522.16,517.21,7345500,"2014-04-22 07:24:19.971185"
95,5,APPLE,AAPL,520.27,517.96,521.64,511.33,9517500,"2014-04-21 07:24:20.171972"
96,5,APPLE,AAPL,518.05,519.01,521.09,514.14,7670200,"2014-04-20 07:24:20.361312"
97,5,APPLE,AAPL,520.0,524.94,527.76,519.2,10154800,"2014-04-19 07:24:20.517362"
98,5,APPLE,AAPL,525.34,531.17,532.14,523.96,6519600,"2014-04-18 07:24:20.673770"
99,5,APPLE,AAPL,528.31,531.7,531.83,526.5,7234400,"2014-04-17 07:24:20.874098"
100,5,APPLE,AAPL,529.06,524.75,531.13,524.45,13927700,"2014-04-16 07:24:21.029925"
101,5,APPLE,AAPL,568.21,567.77,570.0,560.73,27092600,"2014-04-15 07:24:21.186626"
102,5,APPLE,AAPL,564.53,571.94,571.99,563.96,13922800,"2014-04-14 07:24:21.321494"
103,5,APPLE,AAPL,572.8,594.09,595.75,572.55,23890900,"2014-04-13 07:24:21.477891"
104,5,APPLE,AAPL,593.74,592.33,595.98,589.51,12033400,"2014-04-12 07:24:21.634240"
105,5,APPLE,AAPL,592.64,590.09,599.43,589.8,16308600,"2014-04-11 07:24:21.790282"
106,4,Microsoft,MSFT,41.15,41.42,41.59,41.07,32605000,"2014-04-29 09:20:33.459339"
107,4,Microsoft,MSFT,41.44,41.35,41.66,41.17,28666700,"2014-04-27 09:20:33.459339"
108,4,Microsoft,MSFT,41.29,41.01,41.29,40.71,30139600,"2014-04-25 09:20:33.459339"
109,4,Microsoft,MSFT,41.25,39.87,41.39,39.64,51409600,"2014-04-23 09:20:33.459339"
110,4,Microsoft,MSFT,39.96,39.8,40.27,39.74,37559600,"2014-04-21 09:20:33.459339"
111,4,Microsoft,MSFT,39.75,39.82,39.93,39.2,35918600,"2014-04-19 09:20:33.459339"
112,4,Microsoft,MSFT,39.93,40.47,40.55,39.88,27398700,"2014-04-17 09:20:33.459339"
113,4,Microsoft,MSFT,40.44,39.36,40.69,39.09,45960800,"2014-04-15 09:20:33.459339"
114,4,Microsoft,MSFT,39.0,39.21,39.79,39.0,34330200,"2014-04-13 09:20:33.459339"
115,4,Microsoft,MSFT,39.11,39.18,39.41,38.9,32006600,"2014-04-11 09:20:33.459339"
116,4,Microsoft,MSFT,39.34,39.75,39.96,39.05,33968700,"2014-04-09 09:20:33.459339"
117,4,Microsoft,MSFT,40.06,40.4,40.42,39.91,30615800,"2014-04-07 09:20:33.459339"
118,4,Microsoft,MSFT,40.01,40.01,40.2,39.51,36688400,"2014-04-05 09:20:33.459339"
119,4,Microsoft,MSFT,40.13,39.94,40.15,39.79,22221200,"2014-04-03 09:20:33.459339"
120,4,Microsoft,MSFT,39.96,39.99,40.14,39.83,27056700,"2014-04-01 09:20:33.459339"
121,4,Microsoft,MSFT,39.99,39.69,39.99,39.47,24585300,"2014-03-30 09:20:33.459339"
122,4,Microsoft,MSFT,39.74,39.86,39.97,39.3,42132600,"2014-03-28 09:20:33.459339"
123,4,Microsoft,MSFT,40.29,39.91,40.68,39.75,56876800,"2014-03-26 09:20:33.459339"
124,4,Microsoft,MSFT,40.14,40.87,41.29,40.09,50603200,"2014-03-24 09:20:33.459339"
125,4,Microsoft,MSFT,41.1,40.51,41.19,40.39,29636200,"2014-03-22 09:20:33.459339"
126,4,Microsoft,MSFT,40.4,40.4,40.5,40.17,35458700,"2014-03-20 09:20:33.459339"
127,1,GOOGLE,GOOG,558.71,567.16,568.45,558.71,7900,"2014-04-29 09:20:37.962095"
128,1,GOOGLE,GOOG,599.99,567.0,604.83,562.19,146700,"2014-04-27 09:20:37.962095"
129,1,GOOGLE,GOOG,569.85,569.74,587.28,564.13,5085200,"2014-04-25 09:20:37.962095"
130,1,GOOGLE,GOOG,574.65,543.14,577.77,543.0,6351900,"2014-04-23 09:20:37.962095"
131,1,GOOGLE,GOOG,540.74,538.15,548.48,527.15,4389600,"2014-04-21 09:20:37.962095"
132,1,GOOGLE,GOOG,542.6,554.9,555.0,541.61,3142600,"2014-04-19 09:20:37.962095"
133,1,GOOGLE,GOOG,559.62,564.14,565.37,552.95,3321700,"2014-04-17 09:20:37.962095"
134,1,GOOGLE,GOOG,565.0,540.95,565.0,539.9,4025800,"2014-04-15 09:20:37.962095"
135,1,GOOGLE,GOOG,532.55,530.6,540.0,526.53,3914100,"2014-04-13 09:20:37.962095"
136,1,GOOGLE,GOOG,538.25,532.52,544.1,529.56,2568000,"2014-04-11 09:20:37.962095"
137,1,GOOGLE,GOOG,536.82,536.44,538.45,518.46,3844500,"2014-04-09 09:20:37.962095"
138,1,GOOGLE,GOOG,543.0,556.54,557.0,540.0,4879900,"2014-04-07 09:20:37.962095"
139,1,GOOGLE,GOOG,548.81,536.1,549.5,531.15,6790900,"2014-04-05 09:20:37.962095"
140,1,GOOGLE,GOOG,536.1,528.62,536.7,525.6,2559700,"2014-04-03 09:20:37.962095"
141,1,GOOGLE,GOOG,528.64,534.81,537.23,527.51,2358900,"2014-04-01 09:20:37.962095"
142,1,GOOGLE,GOOG,533.79,526.94,533.87,526.25,2046700,"2014-03-30 09:20:37.962095"
143,1,GOOGLE,GOOG,530.07,525.16,531.65,522.12,1878000,"2014-03-28 09:20:37.962095"
144,1,GOOGLE,GOOG,522.51,516.18,524.7,515.42,2094600,"2014-03-26 09:20:37.962095"
145,1,GOOGLE,GOOG,517.18,517.15,518.6,502.8,3326400,"2014-03-24 09:20:37.962095"
146,1,GOOGLE,GOOG,516.9,527.7,529.46,516.32,2691700,"2014-03-22 09:20:37.962095"
147,1,GOOGLE,GOOG,527.6,526.66,528.0,522.52,1746400,"2014-03-20 09:20:37.962095"
148,2,AMAZON,AMZN,338.09,342.99,344.43,338.0,3600100,"2014-04-29 09:20:42.732139"
149,2,AMAZON,AMZN,345.99,341.96,348.3,340.38,4475500,"2014-04-27 09:20:42.732139"
150,2,AMAZON,AMZN,341.82,333.62,342.5,328.46,6399300,"2014-04-25 09:20:42.732139"
151,2,AMAZON,AMZN,335.15,323.0,335.44,315.61,12534600,"2014-04-23 09:20:42.732139"
152,2,AMAZON,AMZN,320.99,317.76,324.94,313.13,7077400,"2014-04-21 09:20:42.732139"
153,2,AMAZON,AMZN,321.88,327.07,328.0,318.44,6577600,"2014-04-19 09:20:42.732139"
154,2,AMAZON,AMZN,328.47,331.81,332.18,322.5,5056600,"2014-04-17 09:20:42.732139"
155,2,AMAZON,AMZN,330.6,317.11,331.0,316.5,6126700,"2014-04-15 09:20:42.732139"
156,2,AMAZON,AMZN,314.0,311.73,316.5,309.5,7287500,"2014-04-13 09:20:42.732139"
157,2,AMAZON,AMZN,317.67,315.91,320.48,311.28,4293500,"2014-04-11 09:20:42.732139"
158,2,AMAZON,AMZN,316.7,316.08,318.28,305.5,5398600,"2014-04-09 09:20:42.732139"
159,2,AMAZON,AMZN,321.17,323.68,324.0,314.71,4284900,"2014-04-07 09:20:42.732139"
160,2,AMAZON,AMZN,319.76,324.91,328.66,319.76,4299200,"2014-04-05 09:20:42.732139"
161,2,AMAZON,AMZN,323.97,330.87,331.15,322.31,2999400,"2014-04-03 09:20:42.732139"
162,2,AMAZON,AMZN,332.0,329.32,337.5,328.94,3711600,"2014-04-01 09:20:42.732139"
163,2,AMAZON,AMZN,333.06,324.58,333.13,323.39,3604600,"2014-03-30 09:20:42.732139"
164,2,AMAZON,AMZN,329.67,337.15,337.4,322.95,9293700,"2014-03-28 09:20:42.732139"
165,2,AMAZON,AMZN,316.25,303.83,316.49,302.71,16180200,"2014-03-26 09:20:42.732139"
166,2,AMAZON,AMZN,304.0,296.58,304.39,288.0,14478300,"2014-03-24 09:20:42.732139"
167,2,AMAZON,AMZN,296.44,300.38,301.84,290.45,6509300,"2014-03-22 09:20:42.732139"
168,2,AMAZON,AMZN,298.1,304.13,304.56,298.1,4088600,"2014-03-20 09:20:42.732139"
169,3,YAHOO,YHOO,36.16,36.49,36.86,36.15,15734000,"2014-04-29 09:20:47.965883"
170,3,YAHOO,YHOO,36.68,36.64,36.86,36.56,14522800,"2014-04-27 09:20:47.965883"
171,3,YAHOO,YHOO,36.66,35.76,36.79,35.51,16827800,"2014-04-25 09:20:47.965883"
172,3,YAHOO,YHOO,36.01,34.26,36.05,33.83,41049900,"2014-04-23 09:20:47.965883"
173,3,YAHOO,YHOO,34.11,33.07,34.37,32.53,47770200,"2014-04-21 09:20:47.965883"
174,3,YAHOO,YHOO,33.1,33.83,34.43,33.02,35486100,"2014-04-19 09:20:47.965883"
175,3,YAHOO,YHOO,34.19,34.87,35.0,33.95,21651200,"2014-04-17 09:20:47.965883"
176,3,YAHOO,YHOO,34.88,33.4,34.98,33.09,34024900,"2014-04-15 09:20:47.965883"
177,3,YAHOO,YHOO,32.64,32.87,33.48,32.15,28040700,"2014-04-13 09:20:47.965883"
178,3,YAHOO,YHOO,33.55,33.45,34.04,33.04,26322600,"2014-04-11 09:20:47.965883"
179,3,YAHOO,YHOO,33.93,34.21,34.28,32.64,50600400,"2014-04-09 09:20:47.965883"
180,3,YAHOO,YHOO,36.98,36.35,37.3,35.81,61599100,"2014-04-07 09:20:47.965883"
181,3,YAHOO,YHOO,36.29,36.38,36.6,35.55,28932700,"2014-04-05 09:20:47.965883"
182,3,YAHOO,YHOO,36.6,36.4,36.65,35.89,16685400,"2014-04-03 09:20:47.965883"
183,3,YAHOO,YHOO,36.71,36.14,36.85,36.11,17915200,"2014-04-01 09:20:47.965883"
184,3,YAHOO,YHOO,36.08,35.44,36.19,35.4,19051700,"2014-03-30 09:20:47.965883"
185,3,YAHOO,YHOO,35.82,35.24,35.82,34.77,17242300,"2014-03-28 09:20:47.965883"
186,3,YAHOO,YHOO,35.03,34.48,35.1,34.29,19391100,"2014-03-26 09:20:47.965883"
187,3,YAHOO,YHOO,34.67,33.99,35.0,33.65,30422000,"2014-03-24 09:20:47.965883"
188,3,YAHOO,YHOO,34.37,35.83,35.89,34.12,28720000,"2014-03-22 09:20:47.965883"
189,3,YAHOO,YHOO,35.89,35.95,36.44,35.25,23315600,"2014-03-20 09:20:47.965883"
190,5,APPLE,AAPL,537.76,541.65,541.87,536.77,7170000,"2014-04-29 09:20:53.146389"
191,5,APPLE,AAPL,542.38,542.55,543.48,540.26,6443600,"2014-04-27 09:20:53.146389"
192,5,APPLE,AAPL,541.39,538.79,542.5,537.64,5798000,"2014-04-25 09:20:53.146389"
193,5,APPLE,AAPL,539.81,531.82,540.0,530.58,9830400,"2014-04-23 09:20:53.146389"
194,5,APPLE,AAPL,528.02,523.47,530.9,521.89,10351800,"2014-04-21 09:20:53.146389"
195,5,APPLE,AAPL,525.19,523.44,526.12,518.7,8710300,"2014-04-19 09:20:53.146389"
196,5,APPLE,AAPL,522.64,530.32,530.49,522.02,7363200,"2014-04-17 09:20:53.146389"
197,5,APPLE,AAPL,530.68,523.48,532.24,523.17,8559000,"2014-04-15 09:20:53.146389"
198,5,APPLE,AAPL,519.0,519.61,522.83,517.14,9704200,"2014-04-13 09:20:53.146389"
199,5,APPLE,AAPL,521.9,521.68,522.16,517.21,7345500,"2014-04-11 09:20:53.146389"
200,5,APPLE,AAPL,520.27,517.96,521.64,511.33,9517500,"2014-04-09 09:20:53.146389"
201,5,APPLE,AAPL,518.05,519.01,521.09,514.14,7670200,"2014-04-07 09:20:53.146389"
202,5,APPLE,AAPL,520.0,524.94,527.76,519.2,10154800,"2014-04-05 09:20:53.146389"
203,5,APPLE,AAPL,525.34,531.17,532.14,523.96,6519600,"2014-04-03 09:20:53.146389"
204,5,APPLE,AAPL,528.31,531.7,531.83,526.5,7234400,"2014-04-01 09:20:53.146389"
205,5,APPLE,AAPL,529.06,524.75,531.13,524.45,13927700,"2014-03-30 09:20:53.146389"
206,5,APPLE,AAPL,568.21,567.77,570.0,560.73,27092600,"2014-03-28 09:20:53.146389"
207,5,APPLE,AAPL,564.53,571.94,571.99,563.96,13922800,"2014-03-26 09:20:53.146389"
208,5,APPLE,AAPL,572.8,594.09,595.75,572.55,23890900,"2014-03-24 09:20:53.146389"
209,5,APPLE,AAPL,593.74,592.33,595.98,589.51,12033400,"2014-03-22 09:20:53.146389"
210,5,APPLE,AAPL,592.64,590.09,599.43,589.8,16308600,"2014-03-20 09:20:53.146389"
211,4,Microsoft,MSFT,41.15,41.42,41.59,41.07,32605000,"2014-04-29 10:21:35.464823"
212,4,Microsoft,MSFT,41.44,41.35,41.66,41.17,28666700,"2014-04-27 10:21:35.464823"
213,4,Microsoft,MSFT,41.29,41.01,41.29,40.71,30139600,"2014-04-25 10:21:35.464823"
214,4,Microsoft,MSFT,41.25,39.87,41.39,39.64,51409600,"2014-04-23 10:21:35.464823"
215,4,Microsoft,MSFT,39.96,39.8,40.27,39.74,37559600,"2014-04-21 10:21:35.464823"
216,4,Microsoft,MSFT,39.75,39.82,39.93,39.2,35918600,"2014-04-19 10:21:35.464823"
217,4,Microsoft,MSFT,39.93,40.47,40.55,39.88,27398700,"2014-04-17 10:21:35.464823"
218,4,Microsoft,MSFT,40.44,39.36,40.69,39.09,45960800,"2014-04-15 10:21:35.464823"
219,4,Microsoft,MSFT,39.0,39.21,39.79,39.0,34330200,"2014-04-13 10:21:35.464823"
220,4,Microsoft,MSFT,39.11,39.18,39.41,38.9,32006600,"2014-04-11 10:21:35.464823"
221,4,Microsoft,MSFT,39.34,39.75,39.96,39.05,33968700,"2014-04-09 10:21:35.464823"
222,4,Microsoft,MSFT,40.06,40.4,40.42,39.91,30615800,"2014-04-07 10:21:35.464823"
223,4,Microsoft,MSFT,40.01,40.01,40.2,39.51,36688400,"2014-04-05 10:21:35.464823"
224,4,Microsoft,MSFT,40.13,39.94,40.15,39.79,22221200,"2014-04-03 10:21:35.464823"
225,4,Microsoft,MSFT,39.96,39.99,40.14,39.83,27056700,"2014-04-01 10:21:35.464823"
226,4,Microsoft,MSFT,39.99,39.69,39.99,39.47,24585300,"2014-03-30 10:21:35.464823"
227,4,Microsoft,MSFT,39.74,39.86,39.97,39.3,42132600,"2014-03-28 10:21:35.464823"
228,4,Microsoft,MSFT,40.29,39.91,40.68,39.75,56876800,"2014-03-26 10:21:35.464823"
229,4,Microsoft,MSFT,40.14,40.87,41.29,40.09,50603200,"2014-03-24 10:21:35.464823"
230,4,Microsoft,MSFT,41.1,40.51,41.19,40.39,29636200,"2014-03-22 10:21:35.464823"
231,4,Microsoft,MSFT,40.4,40.4,40.5,40.17,35458700,"2014-03-20 10:21:35.464823"
232,1,GOOGLE,GOOG,558.71,567.16,568.45,558.71,7900,"2014-04-29 10:21:40.965672"
233,1,GOOGLE,GOOG,599.99,567.0,604.83,562.19,146700,"2014-04-27 10:21:40.965672"
234,1,GOOGLE,GOOG,569.85,569.74,587.28,564.13,5085200,"2014-04-25 10:21:40.965672"
235,1,GOOGLE,GOOG,574.65,543.14,577.77,543.0,6351900,"2014-04-23 10:21:40.965672"
236,1,GOOGLE,GOOG,540.74,538.15,548.48,527.15,4389600,"2014-04-21 10:21:40.965672"
237,1,GOOGLE,GOOG,542.6,554.9,555.0,541.61,3142600,"2014-04-19 10:21:40.965672"
238,1,GOOGLE,GOOG,559.62,564.14,565.37,552.95,3321700,"2014-04-17 10:21:40.965672"
239,1,GOOGLE,GOOG,565.0,540.95,565.0,539.9,4025800,"2014-04-15 10:21:40.965672"
240,1,GOOGLE,GOOG,532.55,530.6,540.0,526.53,3914100,"2014-04-13 10:21:40.965672"
241,1,GOOGLE,GOOG,538.25,532.52,544.1,529.56,2568000,"2014-04-11 10:21:40.965672"
242,1,GOOGLE,GOOG,536.82,536.44,538.45,518.46,3844500,"2014-04-09 10:21:40.965672"
243,1,GOOGLE,GOOG,543.0,556.54,557.0,540.0,4879900,"2014-04-07 10:21:40.965672"
244,1,GOOGLE,GOOG,548.81,536.1,549.5,531.15,6790900,"2014-04-05 10:21:40.965672"
245,1,GOOGLE,GOOG,536.1,528.62,536.7,525.6,2559700,"2014-04-03 10:21:40.965672"
246,1,GOOGLE,GOOG,528.64,534.81,537.23,527.51,2358900,"2014-04-01 10:21:40.965672"
247,1,GOOGLE,GOOG,533.79,526.94,533.87,526.25,2046700,"2014-03-30 10:21:40.965672"
248,1,GOOGLE,GOOG,530.07,525.16,531.65,522.12,1878000,"2014-03-28 10:21:40.965672"
249,1,GOOGLE,GOOG,522.51,516.18,524.7,515.42,2094600,"2014-03-26 10:21:40.965672"
250,1,GOOGLE,GOOG,517.18,517.15,518.6,502.8,3326400,"2014-03-24 10:21:40.965672"
251,1,GOOGLE,GOOG,516.9,527.7,529.46,516.32,2691700,"2014-03-22 10:21:40.965672"
252,1,GOOGLE,GOOG,527.6,526.66,528.0,522.52,1746400,"2014-03-20 10:21:40.965672"
253,2,AMAZON,AMZN,338.09,342.99,344.43,338.0,3600100,"2014-04-29 10:21:45.898636"
254,2,AMAZON,AMZN,345.99,341.96,348.3,340.38,4475500,"2014-04-27 10:21:45.898636"
255,2,AMAZON,AMZN,341.82,333.62,342.5,328.46,6399300,"2014-04-25 10:21:45.898636"
256,2,AMAZON,AMZN,335.15,323.0,335.44,315.61,12534600,"2014-04-23 10:21:45.898636"
257,2,AMAZON,AMZN,320.99,317.76,324.94,313.13,7077400,"2014-04-21 10:21:45.898636"
258,2,AMAZON,AMZN,321.88,327.07,328.0,318.44,6577600,"2014-04-19 10:21:45.898636"
259,2,AMAZON,AMZN,328.47,331.81,332.18,322.5,5056600,"2014-04-17 10:21:45.898636"
260,2,AMAZON,AMZN,330.6,317.11,331.0,316.5,6126700,"2014-04-15 10:21:45.898636"
261,2,AMAZON,AMZN,314.0,311.73,316.5,309.5,7287500,"2014-04-13 10:21:45.898636"
262,2,AMAZON,AMZN,317.67,315.91,320.48,311.28,4293500,"2014-04-11 10:21:45.898636"
263,2,AMAZON,AMZN,316.7,316.08,318.28,305.5,5398600,"2014-04-09 10:21:45.898636"
264,2,AMAZON,AMZN,321.17,323.68,324.0,314.71,4284900,"2014-04-07 10:21:45.898636"
265,2,AMAZON,AMZN,319.76,324.91,328.66,319.76,4299200,"2014-04-05 10:21:45.898636"
266,2,AMAZON,AMZN,323.97,330.87,331.15,322.31,2999400,"2014-04-03 10:21:45.898636"
267,2,AMAZON,AMZN,332.0,329.32,337.5,328.94,3711600,"2014-04-01 10:21:45.898636"
268,2,AMAZON,AMZN,333.06,324.58,333.13,323.39,3604600,"2014-03-30 10:21:45.898636"
269,2,AMAZON,AMZN,329.67,337.15,337.4,322.95,9293700,"2014-03-28 10:21:45.898636"
270,2,AMAZON,AMZN,316.25,303.83,316.49,302.71,16180200,"2014-03-26 10:21:45.898636"
271,2,AMAZON,AMZN,304.0,296.58,304.39,288.0,14478300,"2014-03-24 10:21:45.898636"
272,2,AMAZON,AMZN,296.44,300.38,301.84,290.45,6509300,"2014-03-22 10:21:45.898636"
